"","retailer_name","minor_involved","sale_to_minor","product_type","brand","flavor","inspection_date","decision_date","inspection_result","link","charges","address","newdate","year"
"856","SHAH NEWSSTAND","Yes","Yes","Cigar(s)","Other",NA,"07/03/2017","07/27/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","7902 21ST AVENUE, EAST ELMHURST, NY, 11370",2017-07-27,"2017"
"857","STAR SUPERETTE","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/21/2017","07/27/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","4906 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11219",2017-07-27,"2017"
"858","AYDRIAN DELI GROCERY","Yes","Yes","Cigar(s)","White Owl",NA,"See Complaint","07/21/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-4356"")","See Complaint","1236 INTERVALE AVENUE, BRONX, NY, 10459",2017-07-21,"2017"
"859","7-ELEVEN","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/28/2017","07/20/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10740 QUEENS BOULEVARD, FOREST HILLS, NY, 11375",2017-07-20,"2017"
"860","BP","Yes","Yes","Cigar(s)","Other",NA,"06/30/2017","07/20/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","21302 JAMAICA AVENUE, QUEENS AVENUE, NY, 11428",2017-07-20,"2017"
"861","RICHMOND CONVENIENCE AND SMOKE SHOP","Yes","Yes","E-cigarettes & Accessories","blu",NA,"See Complaint","07/20/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-4324"")","See Complaint","10 AKRON STREET, STATEN ISLAND, NY, 10314",2017-07-20,"2017"
"862","FLUSHING FOOD MARKET","Yes","Yes","Cigar(s)","Other",NA,"06/30/2017","07/20/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","16002 46TH AVENUE, FLUSHING, NY, 11358",2017-07-20,"2017"
"863","UNITED R. GROCERY","Yes","Yes","Cigar(s)","Other",NA,"06/20/2017","07/20/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","19616 120TH AVENUE, SAINT ALBANS, NY, 11412",2017-07-20,"2017"
"864","KWICK STOP","Yes","Yes","Cigar(s)","Other",NA,"06/28/2017","07/20/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10725 71ST ROAD, FOREST HILLS, NY, 11375",2017-07-20,"2017"
"865","FARMER IN THE DELI","Yes","Yes","E-cigarettes & Accessories","Logic",NA,"See Complaint","07/18/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-4267"")","See Complaint","541 MYRTLE AVENUE, BROOKLYN, NY, 11205",2017-07-18,"2017"
"866","T & A DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"03/19/2017","07/13/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","261 WEST KINGSBRIDGE ROAD, BRONX, NY, 10463",2017-07-13,"2017"
"867","TONY GROCERY STORE","Yes","Yes","Cigar(s)","Other",NA,"03/23/2017","07/13/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11505 SUTPHIN BOULEVARD, JAMAICA, NY, 11434",2017-07-13,"2017"
"868","DOWNTOWN MINI MARKET","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","07/07/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-4053"")","See Complaint","359 NORTH AVENUE, NEW ROCHELLE, NY, 10801",2017-07-07,"2017"
"869","SKY CONVENIENCE & DELI","Yes","Yes","Cigar(s)","Other",NA,"06/20/2017","07/06/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","40-02 CORPORAL KENNEDY STREET, BAYSIDE, NY, 11361",2017-07-06,"2017"
"870","114TH GOURMET DELI & GRILL","Yes","Yes","Cigar(s)","Other",NA,"06/12/2017","06/29/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11321 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",2017-06-29,"2017"
"871","NEYMAR CANDY & GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/04/2017","06/29/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1175 VYSE AVEENUE, FRONT 2, BRONX, NY, 10459",2017-06-29,"2017"
"872","V & V DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/07/2017","06/29/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","699 BECK STREET, BRONX, NY, 10455",2017-06-29,"2017"
"873","S&M GOURMET DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/11/2017","06/29/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2810 3RD AVENUE, SUITE B, BRONX, NY, 10455",2017-06-29,"2017"
"874","MIA DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","06/26/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3773"")","See Complaint","1459 STORY AVENUE, BRONX, NY, 10473",2017-06-26,"2017"
"875","543 DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/04/2017","06/22/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","543 SOUTHERN BOULEVARD, BRONX, NY, 10455",2017-06-22,"2017"
"876","SMILEY A1 DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"06/03/2017","06/22/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","7527 PARSONS BOULEVARD, FRESH MEADOWS, NY, 11366",2017-06-22,"2017"
"877","ANTHONY'S MINI MARKET CORP.","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/03/2017","06/22/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","740 SAINT ANNS AVENUE, BRONX, NY, 10455",2017-06-22,"2017"
"878","CRYSTAL GROCERY FOOD","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/04/2017","06/22/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1090 LONGFELLOW AVENUE, BRONX, NY, 10459",2017-06-22,"2017"
"879","OCEAN Z DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/31/2017","06/22/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2970 OCEAN AVENUE, BROOKLYN, NY, 11235",2017-06-22,"2017"
"880","EXPRESS DELI","Yes","Yes","Cigar(s)","Other",NA,"06/03/2017","06/22/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","79-02 PARSONS BOULEVARD, FLUSHING, NY, 11366",2017-06-22,"2017"
"881","ALPINE 53RD STREET INC. GROCERY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","06/16/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3608"")","See Complaint","5301 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11219",2017-06-16,"2017"
"882","180 EXPRESS DELI","Yes","Yes","Cigar(s)","N/A",NA,"05/25/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","906 EAST 180TH STREET, BRONX, NY, 10460",2017-06-15,"2017"
"883","199 LINDEN DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"05/03/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","19913 LINDEN BOULEVARD, SAINT ALBANS, NY, 11412",2017-06-15,"2017"
"884","EL BODEGON DELI GROCERY CORP.","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/25/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","663 MELROSE AVENUE, BRONX, NY, 10455",2017-06-15,"2017"
"885","WEST FARM DELI GROCERY & FRUIT MARKET","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/22/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1001 EAST 167TH STREET, BRONX, NY, 10459",2017-06-15,"2017"
"886","FIESTA FOOD MARKET","Yes","Yes","Cigar(s)","Other",NA,"06/05/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","8065 LEFFERTS BOULEVARD, KEW GARDENS, NY, 11415",2017-06-15,"2017"
"887","LEODANY GROCERY INC","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/29/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","1289 WALTON AVENUE, BRONX, NY, 10452",2017-06-15,"2017"
"888","A & A GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/25/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","818 EAST 149TH STREET, BRONX, NY, 10455",2017-06-15,"2017"
"889","MELISSA MINI MARKET","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/25/2017","06/15/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","879 EAST 175TH STREET, BRONX, NY, 10460",2017-06-15,"2017"
"890","J AND E DELI  GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","06/13/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3538"")","See Complaint","3321 3RD AVENUE, BRONX, NY, 10456",2017-06-13,"2017"
"891","DEEP CONVENIENCE AND GROCERY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","06/12/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3286"")","See Complaint","3167 EAST TREMONT AVENUE, BRONX, NY, 10461",2017-06-12,"2017"
"892","ARROW DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"04/28/2017","06/08/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","186-02 122ND AVENUE, SPRINGFIELD GARDENS, NY, 11413",2017-06-08,"2017"
"893","CASTRO PREMIUM LUBE EXPRESS/FOOD SHOP","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/23/2017","06/08/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","173-12 HORACE HARDING EXPRESSWAY, QUEENS, NY, 11365",2017-06-08,"2017"
"894","STAR DELI & GROCERY","Yes","Yes","Cigar(s)","Other",NA,"05/22/2017","06/08/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3056 AVENUE X, BROOKLYN, NY, 11235",2017-06-08,"2017"
"895","73 H AND N GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"See Complaint","06/07/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3436"")","See Complaint","73 EAST KINGSBRIDGE ROAD, BRONX, NY, 10468",2017-06-07,"2017"
"896","MIKE DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","06/07/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3185"")","See Complaint","202 WEST FORDHAM ROAD, BRONX, NY, 10468",2017-06-07,"2017"
"897","TWO BROTHERS GOURMET DELI","Yes","Yes","Cigar(s)","N/A",NA,"See Complaint","06/05/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3247"")","See Complaint","912 SOUNDVIEW AVENUE, BRONX, NY, 10473",2017-06-05,"2017"
"898","DE LA CRUZ DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","06/02/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3222"")","See Complaint","694 EAST 141ST STREET, BRONX, NY, 10454",2017-06-02,"2017"
"899","ACK","Yes","Yes","Cigar(s)","Other",NA,"05/23/2017","06/01/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","15802 ROCKAWAY BOULEVARD, JAMAICA, NY, 11434",2017-06-01,"2017"
"900","RITE AID","Yes","Yes","Cigar(s)","Other",NA,"05/20/2017","06/01/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","18616 UNION TURNPIKE, FLUSHING, NY, 11366",2017-06-01,"2017"
"901","BAISLEY DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/23/2017","06/01/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11707 GUY R BREWER BOULEVARD, JAMAICA, NY, 11434",2017-06-01,"2017"
"902","MCM FARM DELI & GROCERY","Yes","Yes","Cigar(s)","Other",NA,"05/20/2017","06/01/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","17902 UNION TURNPIKE, FRESH MEADOWS, NY, 11366",2017-06-01,"2017"
"903","STOP & GO GOURMET DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"03/06/2017","06/01/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","839 PROSPECT AVENUE, SUITE C, BRONX, NY, 10459",2017-06-01,"2017"
"904","LUCKY FARM DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"05/11/2017","06/01/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","9619 LINDEN BOULEVARD, OZONE PARK, NY, 11417",2017-06-01,"2017"
"905","GRAND SUCCESS","Yes","Yes","Cigar(s)","Other",NA,"05/23/2017","06/01/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","164-14 69TH AVENUE, FRESH MEADOWS, NY, 11365",2017-06-01,"2017"
"906","BROADWAY CANDY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","05/31/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3176"")","See Complaint","249 WEST 231ST STREET, BRONX, NY, 10463",2017-05-31,"2017"
"907","ALNABIL 85 DELI & GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/12/2017","05/25/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","971 PROSPECT AVENUE, BRONX, NY, 10459",2017-05-25,"2017"
"908","CITGO/HARMONY AUTO SERVICE","Yes","Yes","Cigarettes in a package","Newport",NA,"05/15/2017","05/25/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","18417 HORACE HARDING EXPRESSWAY, FRESH MEADOWS, NY, 11365",2017-05-25,"2017"
"909","RANDALL AVE. FOOD CORP.","Yes","Yes","Cigar(s)","Phillies",NA,"05/13/2017","05/25/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","1772 RANDALL AVENUE, BRONX, NY, 10473",2017-05-25,"2017"
"910","BP SHOP","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/10/2017","05/25/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10017 BEACH CHANNEL DRIVE, ROCKAWAY PARK, NY, 11694",2017-05-25,"2017"
"911","SRR CONVENIENCE INC.","Yes","Yes","E-cigarettes & Accessories","Logic","Menthol","05/13/2017","05/25/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","315 KINGS HIGHWAY, BROOKLYN, NY, 11223",2017-05-25,"2017"
"912","DISCOUNT MINI MALL","Yes","Yes","Cigar(s)","N/A",NA,"04/02/2017","05/25/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","220 SOUNDVIEW AVENUE, BRONX, NY, 10473",2017-05-25,"2017"
"913","LF FOOD MARKET","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/10/2017","05/25/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","190 WEST TREMONT AVENUE, BRONX, NY, 10453",2017-05-25,"2017"
"914","GARRISON DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","05/22/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3038"")","See Complaint","1150 GARRISON AVENUE, BRONX, NY, 10474",2017-05-22,"2017"
"915","LOS CORBATICAS #2 DELI GROCERY","Yes","Yes","Cigar(s)","White Owl",NA,"04/23/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","1689 DR. MARTIN L KING JR. BOULEVARD, BRONX, NY, 10453",2017-05-18,"2017"
"916","91 AVE. FAMILY FOOD CORP.","Yes","Yes","Cigar(s)","Other",NA,"05/08/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","8950 92ND ST, WOODHAVEN, NY, 11421",2017-05-18,"2017"
"917","A.S. SUPERMARKET","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/08/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","75 10A 91ST AVE, WOODHAVEN, NY, 11421",2017-05-18,"2017"
"918","TAKATY DELI CORP.","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/08/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","20115 LINDEN BLVD, ST ALBANS, NY, 11412",2017-05-18,"2017"
"919","SUTPHIN KING DELI & GRILL","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/06/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10760 SUTPHIN BOULEVARD, JAMAICA, NY, 11435",2017-05-18,"2017"
"920","RED TIGER DELI & GRILL","Yes","Yes","Cigar(s)","Other",NA,"05/03/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","192-19 LINDEN BLVD, ST ALBANS, NY, 11412",2017-05-18,"2017"
"921","LAMBERT DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/07/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","2131 BRYANT AVENUE, BRONX, NY, 10460",2017-05-18,"2017"
"922","JOBA GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/06/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","9236A GUY R BREWER BOULEVARD, JAMAICA, NY, 11433",2017-05-18,"2017"
"923","ROXY GROCERY STORE","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/08/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","935 EAST 163RD STREET, BRONX, NY, 10459",2017-05-18,"2017"
"924","LA INDIA MINI MARKET INC.","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/05/2017","05/18/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","1942 MARMION AVENUE, BRONX, NY, 10460",2017-05-18,"2017"
"925","205 DELI GROCERY CORP.","Yes","Yes","Cigar(s)","Other",NA,"04/27/2017","05/11/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","20519 HOLLIS AVE, ST ALBANS, NY, 11412",2017-05-11,"2017"
"926","786 CANDY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","05/11/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-2673"")","See Complaint","141 EAST 96TH STREET, NEW YORK, NY, 10128",2017-05-11,"2017"
"927","KINGSBRIDGE CONVENIENCE STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"03/03/2017","05/11/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","40 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",2017-05-11,"2017"
"928","CORONA LUCKY STORE","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/08/2017","05/11/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","9055 CORONA AVENUE, ELMHURST, NY, 11373",2017-05-11,"2017"
"929","STEVE DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"05/07/2017","05/11/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor","1524 MAYFLOWER AVENUE, BRONX, NY, 10461",2017-05-11,"2017"
"930","105 EZ SHOP INC.","Yes","Yes","Cigar(s)","Other",NA,"04/19/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","105-06 CROSSBAY BLVD, OZONE PARK, NY, 11417",2017-05-04,"2017"
"931","CROSSBAY EXPRESS","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/19/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","137-02 CROSSBAY BLVD, OZONE PARK, NY, 11417",2017-05-04,"2017"
"932","LIE DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/26/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","89-06 ELIOT AVENUE, REGO PARK, NY, 11374",2017-05-04,"2017"
"933","Y&M DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"04/27/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11052 FARMERS BOULEVARD, SAINT ALBANS, NY, 11412",2017-05-04,"2017"
"934","FAMILY DELI GROCERY INC.","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/27/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","19821 HOLLIS AVENUE, SAINT ALBANS, NY, 11412",2017-05-04,"2017"
"935","MEJIAS DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/27/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11327 FARMERS BOULEVARD, ST ALBANS, NY, 11412",2017-05-04,"2017"
"936","FARMERS DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"04/27/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11425 FARMERS BOULEVARD, SAINT ALBANS, NY, 11412",2017-05-04,"2017"
"937","ULERIO DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"02/06/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor","1001 MACE AVENUE, BRONX, NY, 10469",2017-05-04,"2017"
"938","DELICIOUS DELUXE","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/21/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","118-65 FARMERS BOULEVARD, SAINT ALBANS, NY, 11412",2017-05-04,"2017"
"939","K-FOOD MARKET/GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/26/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","92-58 QUEENS BOULEVARD, REGO PARK, NY, 11374",2017-05-04,"2017"
"940","Z & X STORE INC.","Yes","Yes","Cigarettes in a package","Newport",NA,"04/19/2017","05/04/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","65-33 AUSTIN STREET, REGO PARK, NY, 11374",2017-05-04,"2017"
"941","JABRAN DELI AND GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","05/03/2017","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-2616"")","See Complaint","994 BEDFORD AVENUE, BROOKLYN, NY, 11205",2017-05-03,"2017"
"942","DUANE READE #14477","Yes","Yes","Cigarettes in a package","Camel",NA,"04/11/2017","04/27/2017","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","9511 63RD DRIVE, REGO PARK, NY, 11374",2017-04-27,"2017"
