Compliance Check Inspections of Tobacco Product Retailers Through 6/30/22 - Search Results

You searched for:
State is NY
Decision Date: 01/01/2000 through 07/01/2022 
Minor Involved: Yes
Sale to Minor: Yes

Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Flavor,Inspection Date,Decision Date,Inspection Result,Link,Charges
"FERRY EXPRESS MART","1817 KENMORE AVE","KENMORE","NY",14217,Yes,Yes,Cigarettes in a package,Marlboro,,12/05/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"KWIK FILL","334 GRANT AVE RD","AUBURN","NY",13021,Yes,Yes,Cigarettes in a package,Newport,,12/10/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"GULF","877 MILITARY ROAD","KENMORE","NY",14217,Yes,Yes,Cigarettes in a package,Marlboro,,12/05/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"HAMPSHIRE SAVE MORE","250 HAMPSHIRE STREET","BUFFALO","NY",14213,Yes,Yes,Cigarettes in a package,Newport,,12/08/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"MARINA MARKET","31 MARINE DR","BUFFALO","NY",14202,Yes,Yes,Cigarettes in a package,Newport,,12/10/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"TERRY ROAD MARKET","224 SOUTH TERRY RD","SYRACUSE","NY",13219,Yes,Yes,Cigarettes in a package,Marlboro,,12/04/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"MR. VAPE & SMOKE SHOP","677 NORTH NEWBRIDGE ROAD","LEVITTOWN","NY",11756,Yes,Yes,Cigarettes in a package,Newport,,12/10/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"NORTH SHORE PHARMACY","25 SOUTHDOWN ROAD","HUNTINGTON","NY",11743,Yes,Yes,Cigarettes in a package,Newport,,12/07/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"SPEEDWAY","1954 LYELL AVE","ROCHESTER","NY",14606,Yes,Yes,Cigarettes in a package,Marlboro,,12/07/2016,12/15/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"BILL'S FOOD MART","32 ALLEN STREET","BUFFALO","NY",14202,Yes,Yes,Cigarettes in a package,Camel,,Not yet available,12/13/2016,Civil Money Penalty not available,,Not yet available
"RAY'S CONVENIENT SHOP","514 ONTARIO STREET","BUFFALO","NY",14207,Yes,Yes,Cigarettes in a package,Camel,,Not yet available,12/13/2016,Civil Money Penalty not available,,Not yet available
"1300 CANDY & SNACKS INC.","1300 LAFAYETTE AVE","BRONX","NY",10474,Yes,Yes,Single cigarette,N/A,,11/28/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes
"7-ELEVEN #35162","2458 DELAWARE AVE","BUFFALO","NY",14216,Yes,Yes,Smokeless tobacco,Grizzly,,11/29/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"7-ELEVEN","537 POTTERS ROAD","BUFFALO","NY",14220,Yes,Yes,Cigarettes in a package,Newport,,11/23/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"ACE OF HARTS","729 MIDDLE COUNTRY RD","SELDEN","NY",11784,Yes,Yes,Cigarettes in a package,Marlboro,,11/28/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"RITE AID","3120 JAMES STREET","SYRACUSE","NY",13206,Yes,Yes,Cigarettes in a package,Marlboro,,11/27/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"TACONIC AUTO REPAIR","529 HIGHLAND AVENUE","PEEKSKILL","NY",10566,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,12/08/2016,Civil Money Penalty not available,,Not yet available
"TROPICAL DELI & GROCERY NY COR","670 DIXON AVE","COPIAGUE","NY",11726,Yes,Yes,Cigarettes in a package,Newport,,11/30/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"LETCHWORTH COUNTRY STORE","3279 MT. MORRIS-GENESEO ROAD","MT. MORRIS","NY",14510,Yes,Yes,Cigarettes in a package,Newport,,11/20/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"DANDY MINI MART","7118 MINOA BRIDGEPOR","EAST SYRACUSE","NY",13057,Yes,Yes,Cigarettes in a package,Marlboro,,11/27/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"KMN DELI GROCERY","912 SOUNDVIEW AVE # A","BRONX","NY",10473,Yes,Yes,Single cigarette,N/A,,11/28/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes
"SCHENECTADY EXPRESS DELI INC.","1367 STERLING PL","BROOKLYN","NY",11213,Yes,Yes,Single cigarette,N/A,,11/28/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes
"SUPER STOP GAS & FOOD INC.","1547 BROADWAY ST","BUFFALO","NY",14212,Yes,Yes,Cigarettes in a package,Marlboro,,11/29/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"SMITTYS POP & HOPS SHOP","11506 STATE ROUTE 21","WAYLAND","NY",14572,Yes,Yes,Cigarettes in a package,Marlboro,,11/19/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"SPEEDWAY","38 INDIAN HEAD ROAD","KINGS PARK","NY",11754,Yes,Yes,Cigarettes in a package,Newport,,11/26/2016,12/08/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"KINGS DELI AND GROCERY","1702 EAST 16TH STREET","BROOKLYN","NY",11229,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,12/07/2016,Civil Money Penalty not available,,Not yet available
"SMOKERS CHOICE","671 NEW LOUDON ROAD","LATHAM","NY",12110,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,12/02/2016,Civil Money Penalty not available,,Not yet available
"WAL-MART#2166","6438 BASILE ROWE","EAST SYRACUSE","NY",13057,Yes,Yes,Cigarettes in a package,Marlboro,,11/13/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"THOUSAND ISLAND BAIT STORE INC","42980 NYS RT 12","ALEXANDRIA BAY","NY",13607,Yes,Yes,Cigarettes in a package,Marlboro,,11/19/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"BLUE BELL BEER DISTRIBUTORS I","8 GATES ST","GREENLAWN","NY",11740,Yes,Yes,Cigarettes in a package,Other,,11/20/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"ROBBINS LANE CAR CARE","297 ROBBINS LANE","SYOSSET","NY",11791,Yes,Yes,Cigarettes in a package,Newport,,08/01/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"CARDS N THINGS","301 CLAY PITTS RD","EAST NORTHPORT","NY",11731,Yes,Yes,Cigarettes in a package,Newport,,11/13/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"OZONE PARK CITGO","156-05 ROCKAWAY BOULEVARD","JAMAICA","NY",11434,Yes,Yes,Cigarettes in a package,Newport,,11/17/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"PENINSULA CONVENIENCE INC.","570 PENINSULA BLVD #","CEDARHURST","NY",11516,Yes,Yes,Cigarettes in a package,Newport,,11/20/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SUNSHINE MINOA FOOD MART","91 HULBERT STREET","MINOA","NY",13116,Yes,Yes,Cigarettes in a package,Marlboro,,11/20/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"FORTUNE SMOKE","5500 SUNRISE HIGHWAY, UNIT 180","MASSAPEQUA","NY",11758,Yes,Yes,Cigarettes in a package,Other,,11/17/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"GULF","595 ONTARIO ST","BUFFALO","NY",14207,Yes,Yes,Cigarettes in a package,Newport,,11/27/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"MALONEY'S MARKET INC.","405 STOLP AVE","SYRACUSE","NY",13207,Yes,Yes,Cigarettes in a package,Marlboro,,11/20/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SUNOCO","43540 NYS RTE 12","ALEXANDRIA BAY","NY",13607,Yes,Yes,Cigarettes in a package,Marlboro,,11/19/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SUNOCO","3187 STATE ROUTE 7","JOHNSONVILLE","NY",12094,Yes,Yes,Cigarettes in a package,Newport,,11/18/2016,12/01/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"DOWNTOWN MINI MARKET","359 NORTH AVENUE","NEW ROCHELLE","NY",10801,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/28/2016,Civil Money Penalty not available,,Not yet available
"7-ELEVEN","154 OAK STREET","COPIAGUE","NY",11726,Yes,Yes,Cigarettes in a package,Marlboro,,11/16/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"AMERICAN MINI MART","99 RAILROAD STATION PLAZA","HICKSVILLE","NY",11801,Yes,Yes,Cigarettes in a package,Newport,,11/02/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"JUSTIN GROCERY/CHERRY GROCERY","11901 SUTPHIN BOULEVARD # A","JAMAICA","NY",11434,Yes,Yes,Cigarettes in a package,Newport,,11/17/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"J & G DELI","900 GREAT NECK ROAD","COPIAGUE","NY",11726,Yes,Yes,Cigarettes in a package,Newport,,11/16/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SAN MIGUEL DELI GROCERY","5129 103RD STREET","CORONA","NY",11368,Yes,Yes,Cigarettes in a package,Newport,,08/22/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SPEEDY MART","2225 GREAT NECK ROAD","COPIAGUE","NY",11726,Yes,Yes,Cigarettes in a package,Newport,,11/16/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"SPEEDWAY","81 MAIN ST","QUEENSBURY","NY",12804,Yes,Yes,Smokeless tobacco,Grizzly,,11/06/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"TOPS STORE","4410 EAST GENESEE STREET","DEWITT","NY",13214,Yes,Yes,Cigarettes in a package,Marlboro,,11/13/2016,11/23/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"RITE AID #03429","1540 GRAND CONCOURSE","BRONX","NY",10457,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/21/2016,Civil Money Penalty not available,,Not yet available
"VALERO / FOOD MART","209 SOUTH PLANK ROAD","NEWBURGH","NY",12550,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/21/2016,Civil Money Penalty not available,,Not yet available
"DOLLAR GENERAL","417 PALMER AVENUE","CORINTH","NY",12822,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,11/18/2016,Civil Money Penalty not available,,Not yet available
"SPEEDWAY 07892","951 NEW LOUDON ROAD","LATHAM","NY",12110,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/17/2016,Civil Money Penalty not available,,Not yet available
"89-31 DELI & GRILL","8931 161ST STREET","JAMAICA","NY",11432,Yes,Yes,Cigarettes in a package,Newport,,11/08/2016,11/17/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"7-ELEVEN 35260H","96 EAST MAIN STREET","WESTFIELD","NY",14787,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,11/17/2016,Civil Money Penalty not available,,Not yet available
"DEANSBORO","2740 MAIN STREET","DEANSBORO","NY",13328,Yes,Yes,Cigarettes in a package,Marlboro,,10/01/2016,11/17/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"FAMILY DOLLAR","301 CLAY PITTS RD","EAST NORTHPORT","NY",11731,Yes,Yes,Cigarettes in a package,Newport,,11/13/2016,11/17/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"GL GROCERY","108 ALBANY AVE","BROOKLYN","NY",11213,Yes,Yes,Cigarettes in a package,Newport,,11/12/2016,11/17/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"MINI-MART/OCEAN","980 MONTAUK HIGHWAY","SHIRLEY","NY",11967,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/14/2016,Civil Money Penalty not available,,Not yet available
"NEW YORK'S BEST DELI GROCERY","147-01 GUY R BREWER BOULEVARD","JAMAICA","NY",11434,Yes,Yes,Cigarettes in a package,Newport,,10/31/2016,11/10/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"CANDY & GROCERY STORE CORP","4714 WHITE PLAINS RD","BRONX","NY",10470,Yes,Yes,Cigarettes in a package,Newport,,10/31/2016,11/10/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"TWELVE CORNERS MOBIL","1950 MONROE AVENUE","ROCHESTER","NY",14618,Yes,Yes,Cigarettes in a package,Marlboro,,10/20/2016,11/10/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"LA TIENDA DELI CORP.","5314 108TH STREET","CORONA","NY",11368,Yes,Yes,Cigarettes in a package,Newport,,08/15/2016,11/10/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"CROSBY MART/SUNOCO","44 EAST MAIN STREET","FREDONIA","NY",14063,Yes,Yes,Cigarettes in a package,Marlboro,,09/12/2016,11/10/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"FIGUEROA'S DELI","1708 SUNRISE HIGHWAY","COPIAGUE","NY",11726,Yes,Yes,Cigarettes in a package,Marlboro,,10/28/2016,11/10/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SUNOCO","62 EXCHANGE STREET","COLONIE","NY",12205,Yes,Yes,Cigarettes in a package,Newport,,08/28/2016,11/10/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"PIT STOP 18 / ELBRIDGE MINI MART","101 EAST MAIN STREET","ELBRIDGE","NY",13060,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,11/08/2016,Civil Money Penalty not available,,Not yet available
"ICE DELI AND GRILL","7404 3RD AVENUE","BROOKLYN","NY",11209,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/08/2016,Civil Money Penalty not available,,Not yet available
"SUNOCO 7502","82 MAIN STREET","MASSENA","NY",13662,Yes,Yes,Cigarettes in a package,Other,,Not yet available,11/07/2016,Civil Money Penalty not available,,Not yet available
"FAT BOB'S DELI","2561 STATE ROUTE 11B","NORTH BANGOR","NY",12966,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,11/07/2016,Civil Money Penalty not available,,Not yet available
"S.T. GROCERY AND DELI","661 2ND AVENUE","TROY","NY",12182,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/04/2016,Civil Money Penalty not available,,Not yet available
"WAL-MART STORE # 2043","2348 ROUTE 19","WARSAW","NY",14569,Yes,Yes,Cigarettes in a package,Marlboro,,10/17/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"RED APPLE FOOD MART M0336","1835 MOUNT HOPE AVE","ROCHESTER","NY",14620,Yes,Yes,Cigarettes in a package,Marlboro,,10/26/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"MIRABITO CONVENIENCE STORE","63 SOUTH MAIN STREET","NEW BERLIN","NY",13411,Yes,Yes,Cigarettes in a package,Marlboro,,10/18/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"JERICHO CONVENIENCE & SMOKE","1058 E JERICHO TPKE","HUNTINGTON","NY",11743,Yes,Yes,Cigarettes in a package,Newport,,10/23/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"QUICKWAY CONVENIENCE STORE","60 MONTAUK HIGHWAY","COPIAGUE","NY",11726,Yes,Yes,Cigarettes in a package,Newport,,10/28/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"UNCLE MIKE GOURMET DELI","4402 WHITE PLAINS ROAD","BRONX","NY",10470,Yes,Yes,Cigarettes in a package,Newport,,10/31/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SUNOCO/FOOD MART","341 W JERICHO TPKE","HUNTINGTON","NY",11743,Yes,Yes,Cigarettes in a package,Newport,,10/23/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"HANNAFORD SUPERMARKET & PHARMACY","7 PYRAMID DRIVE","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,10/27/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"A PLUS","226 NORTH AVENUE","WEBSTER","NY",14580,Yes,Yes,Cigarettes in a package,Marlboro,,10/27/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SUNOCO","780 DEWEY AVENUE","ROCHESTER","NY",14613,Yes,Yes,Cigarettes in a package,Marlboro,,10/27/2016,11/03/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"KUNOCO FOOD MART 3","4765 STATE HIGHWAY 56","COLTON","NY",13625,Yes,Yes,Cigarettes in a package,Other,,Not yet available,11/02/2016,Civil Money Penalty not available,,Not yet available
"7-ELEVEN STORE 39513A","1755 DUTCH BROADWAY","ELMONT","NY",11003,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,11/01/2016,Civil Money Penalty not available,,Not yet available
"FRANCO'S PIZZERIA & DELI","901 EAST GENESEE STREET","SYRACUSE","NY",13210,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,11/01/2016,Civil Money Penalty not available,,Not yet available
"MAPLEFIELDS","1785 MILITARY TURNPIKE","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,Not yet available,11/01/2016,Civil Money Penalty not available,,Not yet available
"WATSON DELI AND GROCERY","1549 WATSON AVENUE","BRONX","NY",10472,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,10/31/2016,Civil Money Penalty not available,,Not yet available
"48 EXPRESS / CITGO","8204 PARK ROAD","BATAVIA","NY",14020,Yes,Yes,Cigarettes in a package,Marlboro,,10/09/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"ASK DELI GROCERY","1479 BEACH AVENUE","BRONX","NY",10460,Yes,Yes,Cigarettes in a package,Newport,,10/13/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"THE BARN","50 WALL STREET, BUILDING 1","HUNTINGTON","NY",11743,Yes,Yes,Cigarettes in a package,Newport,,10/13/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"JENNINGS CANDY & TOBACCO INC.","1461 SOUTHERN BOULEVARD","BRONX","NY",10460,Yes,Yes,Cigarettes in a package,Newport,,10/13/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"CASTILLO GROCERY DELI","284 WILLOUGHBY AVENUE","BROOKLYN","NY",11205,Yes,Yes,Cigarettes in a package,Newport,,10/13/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"SELECT PETROLEUM/CHILI CONVENIENCE MART","3774 CHILI AVE","ROCHESTER","NY",14624,Yes,Yes,Cigarettes in a package,Other,,10/12/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"DAY & NIGHT DELI GROCERY","985 EAST 174TH STREET","BRONX","NY",10460,Yes,Yes,Cigarettes in a package,Marlboro,,10/13/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"KING DELI OF JAMAICA","17302 JAMAICA AVENUE","JAMAICA","NY",11432,Yes,Yes,Cigarettes in a package,Newport,,10/13/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"DOLLAR GENERAL","5013 STATE HIGHWAY 8","NEW BERLIN","NY",13411,Yes,Yes,Cigarettes in a package,Marlboro,,10/18/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"FAMILY DOLLAR","2390 LYELL AVENUE","ROCHESTER","NY",14606,Yes,Yes,Cigarettes in a package,Marlboro,,10/12/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"DOLLAR WISE","313 SOUTH SALINA STREET","SYRACUSE","NY",13202,Yes,Yes,Cigarettes in a package,Newport,,08/02/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"LIGHTHOUSE POINT GROCERY","5262 WEST LAKE ROAD","MAYVILLE","NY",14757,Yes,Yes,Cigarettes in a package,Marlboro,,10/23/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"UNI MART","12996 MAIN ROAD","AKRON","NY",14001,Yes,Yes,Cigarettes in a package,Marlboro,,07/27/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"MIRABITO","682 NORTH MAIN STREET","CENTRAL SQUARE","NY",13036,Yes,Yes,Cigarettes in a package,Marlboro,,10/08/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"WESTSIDE SMOKE SHOP","1105 LYELL AVENUE","ROCHESTER","NY",14606,Yes,Yes,Cigarettes in a package,Marlboro,,10/20/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"VALERO","6115 GILLETTE ROAD","CICERO","NY",13039,Yes,Yes,Cigarettes in a package,Marlboro,,10/22/2016,10/27/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"7-ELEVEN STORE 23377","876 JOHNSON AVENUE","RONKONKOMA","NY",11779,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,10/26/2016,Civil Money Penalty not available,,Not yet available
"ONE STOP STORE","2955 DEWEY AVENUE","ROCHESTER","NY",14616,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,10/26/2016,Civil Money Penalty not available,,Not yet available
"HIGH CLASS DELI GROCERY INC.","851 CRANE STREET","SCHENECTADY","NY",12303,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,10/25/2016,Civil Money Penalty not available,,Not yet available
"TOPS XPRESS 119","2130 GRAND ISLAND BOULEVARD","GRAND ISLAND","NY",14072,Yes,Yes,Cigarettes in a package,Newport,,Not yet available,10/24/2016,Civil Money Penalty not available,,Not yet available
"ZUKE'S CORNER STORE","113 BRINKERHOFF STREET","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Marlboro,,Not yet available,10/24/2016,Civil Money Penalty not available,,Not yet available
"CFM 17","3470 WALDEN AVE","DEPEW","NY",14043,Yes,Yes,Cigarettes in a package,Marlboro,,10/03/2016,10/20/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"WALGREENS #3859","4815 BROADWAY","DEPEW","NY",14043,Yes,Yes,Cigarettes in a package,Marlboro,,10/03/2016,10/20/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"AMAZING MART","627 WILLIAM ST APT 1","UTICA","NY",13502,Yes,Yes,Cigarettes in a package,Newport,,10/02/2016,10/20/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"C-TOWN SUPERMARKET","142-36 FOCH BOULEVARD","JAMAICA","NY",11436,Yes,Yes,Cigarettes in a package,Newport,,09/28/2016,10/20/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age
"CARILUIS DELI & GROCERY","14418 ROCKAWAY BOULEVARD","SOUTH OZONE PARK","NY",11436,Yes,Yes,Cigarettes in a package,Newport,,09/26/2016,10/20/2016,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
