field_1,retailer_name,minor_involved,sale_to_minor,product_type,brand,flavor,inspection_date,decision_date,inspection_result,link,charges,address,lon,lat,newdate
"960",JIMMY'S DELI & GROCERY,Yes,true,Cigar(s),Other,NA,04/10/2017,04/20/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","8604 JAMAICA AVENUE, WOODHAVEN, NY, 11421",,,2017/04/20
"279",SMOKE SHOP & CONVENIENCE STORE,Yes,true,ENDS / E-liquid,Other,Watermelon,11/04/2021,12/16/2021,Warning Letter Issued,NA,Charges not yet available,"110 W HOUSTON ST, NEW YORK, NY, 10012",,,2021/12/16
"282",THOMPSON FINEST DELI,Yes,true,Cigar(s),Other,NA,11/04/2021,12/16/2021,Warning Letter Issued,NA,Charges not yet available,"20 THOMPSON STREET, NEW YORK, NY, 10013",,,2021/12/16
"331",HEAVENLY DELI MARKET CAFE,Yes,true,ENDS / E-liquid,Other,Banana Ice,09/15/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","44 EAST 8TH STREET, NEW YORK, NY, 10003",,,2021/11/04
"522",THOMPSON FINEST DELI,Yes,true,ENDS / E-liquid,JUUL,NA,04/27/2019,06/06/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","20 THOMPSON STREET, NEW YORK, NY, 10013",,,2019/06/06
"783",CHARLES GOURMET PRODUCE,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,09/20/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-5777"")",See Complaint,"140 CHARLES STREET, NEW YORK, NY, 10014",,,2017/09/20
"1018",CHARLES GOURMET PRODUCE,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,03/13/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-1378"")",See Complaint,"140 CHARLES STREET, NEW YORK, NY, 10014",,,2017/03/13
"1134",HUDSON FLOWER SHOP,Yes,true,Cigarettes in a package,Newport,NA,Not yet available,02/01/2016,Civil Money Penalty not available,NA,Not yet available,"501 HUDSON STREET, NEW YORK, NY, 10014",,,2016/02/01
"1312",EZ MINI MART / DELI & GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,08/13/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","52 RIVINGTON STREET, NEW YORK, NY, 10002",,,2015/08/27
"1371",CHALRES GOURMET PRODUCE,Yes,true,Cigarettes in a package,Marlboro,NA,07/09/2015,08/06/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","140 CHARLES STREET, NEW YORK, NY, 10014",,,2015/08/06
"1373",TRI-RITE DELI,Yes,true,Cigarettes in a package,Marlboro,NA,07/13/2015,08/06/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","353 6TH AVENUE, NEW YORK, NY, 10014",,,2015/08/06
"1380",S.S. INTERNATIONAL NEWS,Yes,true,Cigarettes in a package,Marlboro,NA,07/19/2015,08/06/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","405 6TH AVENUE, NEW YORK, NY, 10014",,,2015/08/06
"1381",SOHO MINI MARKET,Yes,true,Smokeless tobacco,Skoal,NA,07/18/2015,08/06/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","213 6TH AVE, NEW YORK, NY, 10014",,,2015/08/06
"1399",HUDSON FLOWER SHOP,Yes,true,Smokeless tobacco,Kodiak,NA,07/02/2015,07/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.16(c)-Use of a self-service display in a non-exempt facility","501 HUDSON ST, NEW YORK, NY, 10014",,,2015/07/30
"1400",HUDSON GOURMET,Yes,true,Cigarettes in a package,Marlboro,NA,07/09/2015,07/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","514 HUDSON ST, NEW YORK, NY, 10014",,,2015/07/30
"2",CLINTON VIBEZ SMOKE SHOP,Yes,true,Cigar(s),Black & Mild,Wine,05/13/2022,06/28/2022,Warning Letter Issued,NA,Charges not yet available,"201 CLINTON STREET, NEW YORK, NY, 10002",,,2022/06/28
"3",SAINT MARKS CONVENIENCE AND SMOKE SHOP,Yes,true,ENDS / E-liquid,Vuse,Tobacco,05/13/2022,06/28/2022,Warning Letter Issued,NA,Charges not yet available,"103 SAINT MARKS PLACE, NEW YORK, NY, 10009",,,2022/06/28
"5",TOMPKINS FINEST DELI AND GRILL,Yes,true,Cigarettes in a package,Marlboro,NA,05/13/2022,06/28/2022,Warning Letter Issued,NA,Charges not yet available,"153 AVENUE A, NEW YORK, NY, 10009",,,2022/06/28
"6",DOJO'S DELI,Yes,true,Cigar(s),Other,Natural Leaf,05/13/2022,06/28/2022,Warning Letter Issued,NA,Charges not yet available,"113 AVENUE D, NEW YORK, NY, 10009",,,2022/06/28
"40",BEST NEW YORK SMOKE INC. / VAPE SMOKE,Yes,true,Cigar(s),Black & Mild,NA,04/15/2022,05/31/2022,Warning Letter Issued,NA,Charges not yet available,"46 AVENUE B, NEW YORK, NY, 10009",,,2022/05/31
"41",SHEEN BROTHERS,Yes,true,Cigarettes in a package,Newport,NA,04/15/2022,05/31/2022,Warning Letter Issued,NA,Charges not yet available,"155 AVENUE B, NEW YORK, NY, 10009",,,2022/05/31
"44",YOURS WHOLESOME FOODS,Yes,true,Cigarettes in a package,Newport,NA,04/15/2022,05/31/2022,Warning Letter Issued,NA,Charges not yet available,"159 ESSEX STREET, NEW YORK, NY, 10002",,,2022/05/31
"328",ARIA ACCESSORIES,Yes,true,ENDS / E-liquid,Other,Guava Ice,09/15/2021,11/09/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","2 SAINT MARKS PLACE, NEW YORK, NY, 10003",,,2021/11/09
"330",CATHERINE DELI AND BAGELS,Yes,true,ENDS / E-liquid,Other,Mango Pineapple,09/15/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","43 CATHERINE STREET, NEW YORK, NY, 10038",,,2021/11/04
"334",STAR CONVENIENCE STORE,Yes,true,ENDS / E-liquid,Other,Tangerine Ice,09/15/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","86 STANTON STREET, NEW YORK, NY, 10002",,,2021/11/04
"336",NY GRILL AND DELI,Yes,true,Cigar(s),Other,Honey Berry,09/15/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","208 RIVINGTON STREET, NEW YORK, NY, 10002",,,2021/11/04
"1304",74 FONG'S TRADING INC.,Yes,true,Cigarettes in a package,Marlboro,NA,08/17/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","74 CANAL ST, NEW YORK, NY, 10002",,,2015/08/27
"1311",NOBEL DELI,Yes,true,Cigarettes in a package,Marlboro,NA,08/13/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","523 GRAND STREEET, NEW YORK, NY, 10002",,,2015/08/27
"1313",YUS EAST GROCERY STORE INC,Yes,true,Cigarettes in a package,Marlboro,NA,08/17/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","26 CANAL ST, NEW YORK, NY, 10002",,,2015/08/27
"1314",SMOKE SHOP,Yes,true,Cigarettes in a package,Marlboro,NA,08/17/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","88A DELANCEY STREET, NEW YORK, NY, 10002",,,2015/08/27
"1315",TOBACCO SHOP,Yes,true,Cigarettes in a package,Marlboro,NA,08/19/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","102 CLINTON STREET, NEW YORK, NY, 10002",,,2015/08/27
"1327",OPTIMUM GOURMET & MARKET CORP,Yes,true,Smokeless tobacco,Skoal,NA,08/14/2015,08/20/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","243 BROOME ST, NEW YORK, NY, 10002",,,2015/08/20
"22",114TH GOURMET DELI AND GRILL,Yes,true,Cigar(s),Black & Mild,NA,04/28/2022,06/14/2022,Warning Letter Issued,NA,Charges not yet available,"11321 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2022/06/14
"25",RICHMOND HILL FOOD CORP DELI AND GRILL,Yes,true,Cigarettes in a package,Newport,Menthol,04/28/2022,06/14/2022,Warning Letter Issued,NA,Charges not yet available,"126-19 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2022/06/14
"47",277 DELI,Yes,true,Cigar(s),Black & Mild,Tobacco,See Complaint,05/27/2022,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2022-H-0910"")",See Complaint,"11802 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2022/05/27
"64",107 DELI GRILL,Yes,true,Cigarettes in a package,Newport,Menthol,03/25/2022,05/05/2022,Warning Letter Issued,NA,Charges not yet available,"10705 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2022/05/05
"66",B AND M SPANISH AMERICAN AND WEST INDIAN GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/25/2022,05/05/2022,Warning Letter Issued,NA,Charges not yet available,"12709 101ST AVENUE, SOUTH RICHMOND HILL, NY, 11419",,,2022/05/05
"272",SK MART CONVENIENCE INC,Yes,true,ENDS / E-liquid,JUUL,Virginia Tobacco,11/14/2021,12/23/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","120 72 QUEENS BLVD., KEW GARDENS, NY, 11415",,,2021/12/23
"404",QUEENS CONVENIENCE STORE / SMOKE AND LOTTO,Yes,true,Cigar(s),Other,NA,02/10/2020,06/10/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age; Sec. 902(6) (21 U.S.C. 387b(6))-Tobacco product lacking required marketing authorization; Sec. 903(a)(6) (21 U.S.C. 387c)-Tobacco product lacking required marketing authorization","8064 LEFFERTS BOULEVARD, KEW GARDENS, NY, 11415",,,2020/06/10
"408",277 DELI,Yes,true,Cigar(s),Other,NA,See Complaint,05/26/2020,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2020-H-1419"")",See Complaint,"11802 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2020/05/26
"467",T. MCALLISTER NEWSSTAND,Yes,true,Cigar(s),Other,NA,10/04/2019,11/07/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","12008 QUEENS BOULEVARD, KEW GARDENS, NY, 11415",,,2019/11/07
"475",B AND M SPANISH AMERICAN AND WEST INDIAN GROCERY,Yes,true,Cigar(s),Other,NA,09/06/2019,09/26/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","12709 101ST AVENUE, SOUTH RICHMOND HILL, NY, 11419",,,2019/09/26
"478",277 DELI,Yes,true,Cigar(s),Other,NA,08/23/2019,09/12/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11802 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2019/09/12
"479",CANJIE AFTER 6 BODEGA,Yes,true,Cigar(s),Other,NA,08/02/2019,09/12/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","12419 95TH AVE, JAMAICA, NY, 11419",,,2019/09/12
"485",GOOD GUYS GROCERY AND DELI,Yes,true,Cigar(s),Other,NA,08/09/2019,09/05/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10248 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2019/09/05
"506",KEW GARDEN NEWS SMOKE & LOTTO,Yes,true,Cigar(s),Other,NA,06/17/2019,07/18/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","8064 LEFFERTS BLVD, KEW GARDENS, NY, 11415",,,2019/07/18
"601",FIESTA FOOD MARKET,Yes,true,Cigar(s),Black & Mild,NA,09/15/2018,11/15/2018,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"8065 LEFFERTS BOULEVARD, KEW GARDENS, NY, 11415",,,2018/11/15
"870",114TH GOURMET DELI & GRILL,Yes,true,Cigar(s),Other,NA,06/12/2017,06/29/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11321 JAMAICA AVENUE, RICHMOND HILL, NY, 11418",,,2017/06/29
"886",FIESTA FOOD MARKET,Yes,true,Cigar(s),Other,NA,06/05/2017,06/15/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","8065 LEFFERTS BOULEVARD, KEW GARDENS, NY, 11415",,,2017/06/15
"954",96 STOP DELI & GROCERY,Yes,true,Cigar(s),Black & Mild,NA,04/09/2017,04/20/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","9604 JAMAICA AVENUE, WOODHAVEN, NY, 11421",,,2017/04/20
"966",BELLAL MINI MART,Yes,true,Cigar(s),Other,NA,04/05/2017,04/13/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","118-18 JAMAICA AVENUE, JAMAICA, NY, 11418",,,2017/04/13
"1135",T. MCALLISTER NEWSSTAND,Yes,true,Cigarettes in a package,Marlboro,NA,See Complaint,01/27/2016,Civil Money Penalty Archived,"=HYPERLINK(""http://wayback.archive-it.org/8445/20181029160555/https://www.fda.gov/downloads/tobaccoproducts/guidancecomplianceregulatoryinformation/ucm564066.pdf"")",See Complaint,"12008 QUEENS BOULEVARD, KEW GARDENS, NY, 11415",,,2016/01/27
"1172",ALBA'S DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,11/12/2015,Civil Money Penalty Archived,"=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM518412.pdf"")",See Complaint,"119-20 METROPOLITAN AVENUE, KEW GARDENS, NY, 11415",,,2015/11/12
"1501",KEW GARDENS NEWS & FOOD,Yes,true,Cigarettes in a package,Newport,NA,03/19/2015,05/07/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","8153 LEFFERTS BOULEVARD, JAMAICA, NY, 11415",,,2015/05/07
"1503",NEWSSTAND,Yes,true,Cigarettes in a package,Newport,NA,03/19/2015,05/07/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"SOUTHEAST CORNER OF QUEENS BOULEVARD AND 80TH ROAD, KEW GARDENS, NY, 11415",,,2015/05/07
"1505",ALBA'S GROCERY OF KEW GARDENS,Yes,true,Cigarettes in a package,Newport,NA,03/19/2015,04/30/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"119 20 METROPOLITAN, KEW GARDENS, NY, 11415",,,2015/04/30
"43",DISCOUNT SMOKE SHOP,Yes,true,Cigar(s),Other,NA,04/15/2022,05/31/2022,Warning Letter Issued,NA,Charges not yet available,"84 NASSAU STREET, NEW YORK, NY, 10038",,,2022/05/31
"45",MILLENNIUM SMOKE SHOP,Yes,true,Cigar(s),Black & Mild,NA,04/15/2022,05/31/2022,Warning Letter Issued,NA,Charges not yet available,"24 MAIDEN LN, NEW YORK, NY, 10038",,,2022/05/31
"275",BK NEWS INC,Yes,true,Cigar(s),Other,NA,11/04/2021,12/21/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"90 WILLIAM STREET, NEW YORK, NY, 10038",,,2021/12/21
"283",SMOKERS DEPOT,Yes,true,ENDS / E-liquid,Other,Mango,11/04/2021,12/16/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","99 CHAMBERS ST, NEW YORK, NY, 10007",,,2021/12/16
"8",QUICK STOP 1 MINI MARKET,Yes,true,Cigar(s),Black & Mild,NA,05/10/2022,06/23/2022,Warning Letter Issued,NA,Charges not yet available,"685 MORRIS PARK AVENUE, BRONX, NY, 10462",,,2022/06/23
"27",NEILL GOURMET DELI,Yes,true,Cigar(s),Black & Mild,NA,04/27/2022,06/14/2022,Warning Letter Issued,NA,Charges not yet available,"1074 NEILL AVENUE, BRONX, NY, 10461",,,2022/06/14
"29",AMEER CONVENIENCE CORP,Yes,true,Cigar(s),Black & Mild,NA,04/27/2022,06/09/2022,Warning Letter Issued,NA,Charges not yet available,"730 LYDIG AVENUE, BRONX, NY, 10462",,,2022/06/09
"30",LUCKY DELI GROCERY,Yes,true,Cigar(s),Game,NA,04/27/2022,06/09/2022,Warning Letter Issued,NA,Charges not yet available,"793 LYDIG AVENUE, BRONX, NY, 10462",,,2022/06/09
"31",SMOKE SHOP,Yes,true,Cigar(s),Black & Mild,NA,04/27/2022,06/09/2022,Warning Letter Issued,NA,Charges not yet available,"2180 WHITE PLAINS ROAD, BRONX, NY, 10462",,,2022/06/09
"73",FAT BOY MARKET DELI,Yes,true,Cigar(s),Black & Mild,NA,03/17/2022,04/28/2022,Warning Letter Issued,NA,Charges not yet available,"3200 WHITE PLAINS ROAD, BRONX, NY, 10467",,,2022/04/28
"74",BRADY DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/17/2022,04/28/2022,Warning Letter Issued,NA,Charges not yet available,"2068 WALLACE AVENUE, BRONX, NY, 10462",,,2022/04/28
"77",EMPIRE STATE DELI AND GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/17/2022,04/28/2022,Warning Letter Issued,NA,Charges not yet available,"804 BURKE AVENUE, BRONX, NY, 10467",,,2022/04/28
"137",STOP ONE GROCERY AND DELI,Yes,true,Cigar(s),Other,Russian Cream,01/15/2022,03/17/2022,Warning Letter Issued,NA,Charges not yet available,"1101 ALLERTON AVENUE, BRONX, NY, 10469",,,2022/03/17
"139","P&P DISCOUNT & VARIETY, INC.",Yes,true,Cigar(s),Other,NA,01/15/2022,03/17/2022,Warning Letter Issued,NA,Charges not yet available,"3201 WHITE PLAINS RD, BRONX, NY, 10467",,,2022/03/17
"231",MOBIL/MOBIL MART,Yes,true,ENDS / E-liquid,Logic,Tobacco,11/30/2021,01/11/2022,Warning Letter Issued,NA,Charges not yet available,"2090 BRONXDALE AVE, BRONX, NY, 10462",,,2022/01/11
"237",THREE STARS CANDY STORE,Yes,true,Cigar(s),Other,NA,11/30/2021,01/06/2022,Warning Letter Issued,NA,Charges not yet available,"1673 METROPOLITAN AVENUE, BRONX, NY, 10462",,,2022/01/06
"239",MR DELI AND CONVENIENCE INC,Yes,true,Cigar(s),Other,NA,11/30/2021,01/06/2022,Warning Letter Issued,NA,Charges not yet available,"1991 BRONXDALE AVENUE, BRONX, NY, 10462",,,2022/01/06
"240",REEMYS DELI AND CONVENIENCE,Yes,true,Cigar(s),Other,NA,11/30/2021,01/06/2022,Warning Letter Issued,NA,Charges not yet available,"1669 METROPOLITAN AVENUE, BRONX, NY, 10462",,,2022/01/06
"371",LUCKY 7 ONE CONVENIENCE,Yes,true,Cigar(s),Other,Honey Berry,07/13/2021,08/19/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","659 MORRIS PARK AVENUE, BRONX, NY, 10462",,,2021/08/19
"516",NEILL GOURMET DELI,Yes,true,Cigar(s),Other,NA,04/30/2019,06/13/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1074 NEILL AVENUE, BRONX, NY, 10461",,,2019/06/13
"552",STOP ONE GROCERY & DELI CORP.,Yes,true,Cigar(s),Other,NA,01/10/2019,03/28/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1101 ALLERTON AVENUE, BRONX, NY, 10469",,,2019/03/28
"557",DEE GROCERY,Yes,true,Cigar(s),Black & Mild,NA,11/20/2018,03/14/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3201 WHITE PLAINS RD, BRONX, NY, 10467",,,2019/03/14
"560",ALLERTON DELI AND GROCERY,Yes,true,Cigar(s),Game,NA,12/22/2018,03/07/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","801 ALLERTON AVENUE, BRONX, NY, 10467",,,2019/03/07
"564",NEW MOCHA DELI,Yes,true,Cigar(s),Other,NA,12/22/2018,03/07/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2499 HOLLAND AVENUE, BRONX, NY, 10467",,,2019/03/07
"581",DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,11/20/2018,01/31/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","743 BURKE AVE, BRONX, NY, 10467",,,2019/01/31
"582",GOURMET DELI,Yes,true,Cigar(s),Black & Mild,NA,11/20/2018,01/31/2019,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"721 BURKE AVE, BRONX, NY, 10467",,,2019/01/31
"613",HIHO DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,09/10/2018,11/01/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","722 ALLERTON AVE, BRONX, NY, 10467",,,2018/11/01
"724",FANARA VARIETY,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,02/08/2018,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2018-H-0594"")",See Complaint,"2101 WILLIAMSBRIDGE ROAD, BRONX, NY, 10461",,,2018/02/08
"796",99 CENT PLUS DELI DISCOUNT,Yes,true,Cigarettes in a package,Newport,NA,05/29/2017,09/07/2017,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","2801 WHITE PLAINS ROAD, BRONX, NY, 10467",,,2017/09/07
"800",E&A MINI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,07/23/2017,09/07/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1810 WHITE PLAINS ROAD, BRONX, NY, 10462",,,2017/09/07
"819",SANTANA DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,07/29/2017,08/17/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"2001 WHITE PLAINS ROAD, BRONX, NY, 10462",,,2017/08/17
"820",LOS TRES HERMANITOS DELI GROCE,Yes,true,Cigar(s),Black & Mild,NA,07/29/2017,08/17/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"654 MORRIS PARK AVENUE, BRONX, NY, 10462",,,2017/08/17
"937",ULERIO DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,02/06/2017,05/04/2017,Warning Letter Issued,NA,1140.14(a)(1)-Sale to a minor,"1001 MACE AVENUE, BRONX, NY, 10469",,,2017/05/04
"990",FANARA VARIETY,Yes,true,Cigarettes in a package,Newport,NA,03/28/2017,04/06/2017,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","2101 WILLIAMSBRIDGE ROAD, BRONX, NY, 10461",,,2017/04/06
"1001",SUPERSTAR DELI,Yes,true,Cigarettes in a package,Newport,NA,11/26/2016,03/23/2017,Warning Letter Issued,NA,1140.14(a)(1)-Sale to a minor,"2801 WHITE PLAINS ROAD, BRONX, NY, 10467",,,2017/03/23
"1040",NEILL GOURMET DELI,Yes,true,Cigarettes in a package,Newport,NA,01/11/2017,01/26/2017,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","1074 NEILL AVE, BRONX, NY, 10461",,,2017/01/26
"1242",ASTOR DELI & GROCERY,Yes,true,Single cigarette,N/A,NA,09/13/2015,09/24/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","740 ASTOR AVENUE, BRONX, NY, 10467",,,2015/09/24
"1244",BP SHOP,Yes,true,Cigarettes in a package,Newport,NA,09/12/2015,09/24/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1128 EASR GUN HILL ROAD, BRONX, NY, 10469",,,2015/09/24
"1270",ALEX MINI MARKET,Yes,true,Single cigarette,N/A,NA,09/03/2015,09/17/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2865 WHITE PLAINS ROAD, BRONX, NY, 10467",,,2015/09/17
